,Champ,Stats,Items,Runes
77,"Gwen
Fighter
Assassin","Games Played101581075
Pick Rate7.14%
Win Rate46%","['Espada de Doran', 'Poción reutilizable', 'Cronómetro estropeado', 'Lapa maliciosa', 'Calzado ligeramente mágico', 'Vara explosiva', 'Guardián invisible', 'Prender', 'Teleportar', '', '', '', '']","['1\nPrecision', 'Lethal Tempo\nGain attack speed when attacking an enemy champion, stacking up to 6 times. At max stacks, gain Attack Range and remove your Attack Speed limit.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Tenacity\nTakedowns on enemies grant permanent Tenacity.', 'Last Stand\nDeal more damage to champions while you are low on health.', '4\nInspiration', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Magic Resist\n+8 Magic Resist']"
78,"Hecarim
Fighter
Tank","Games Played30395
Pick Rate7.14%
Win Rate44%","['Botas Ionianas da Lucidez', 'Sentinela de Controle', 'Capa Negatron', 'Ruptor Divino', 'Couraça do Defunto', 'Couraça Lunar Alada', 'Lente do Oráculo', 'Golpear', 'Fantasma', '', '', '', '']","['2\nDomination', 'Predator\nAdd an active effect to your boots that grants a large boost of MS and causes your next attack or ability to deal bonus adaptive damage.', 'Sudden Impact\nGain a burst of Lethality and Magic Penetration after using a dash, leap, blink, teleport, or when leaving stealth.', 'Eyeball Collection\nCollect eyeballs for champion takedowns. Gain permanent AD or AP, adaptive for each eyeball plus bonus upon collection completion.', 'Ingenious Hunter\nUnique takedowns grant permanent Item Haste (includes Trinkets).', '2\nSorcery', 'Nimbus Cloak\nAfter casting a Summoner Spell, gain a short Move Speed increase that allows you to pass through units.', 'Waterwalking\nGain MS and AP or AD, adaptive in the river.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
79,"Hecarim
Fighter
Tank","Games Played30395
Pick Rate7.14%
Win Rate44%","['Passos de Mercúrio', 'Quimiotanque Turbo', 'Cronômetro', 'Couraça do Defunto', 'Capa Negatron', 'Couraça Lunar Alada', 'Lente do Oráculo', 'Golpear', 'Fantasma', '', '', '', '']","['2\nDomination', 'Predator\nAdd an active effect to your boots that grants a large boost of MS and causes your next attack or ability to deal bonus adaptive damage.', 'Sudden Impact\nGain a burst of Lethality and Magic Penetration after using a dash, leap, blink, teleport, or when leaving stealth.', 'Eyeball Collection\nCollect eyeballs for champion takedowns. Gain permanent AD or AP, adaptive for each eyeball plus bonus upon collection completion.', 'Ingenious Hunter\nUnique takedowns grant permanent Item Haste (includes Trinkets).', '2\nSorcery', 'Nimbus Cloak\nAfter casting a Summoner Spell, gain a short Move Speed increase that allows you to pass through units.', 'Celerity\nAll Move Speed bonuses are 7% more effective on you and gain 1% Move Speed.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
80,"Heimerdinger
Mage
Support","Games Played5104597
Pick Rate7.14%
Win Rate49%","['Chama Sombria', 'Glacieterno', 'Anel de Doran', 'Lacre Sombrio', 'Varinha Explosiva', 'Sapatos do Feiticeiro', 'Sentinela Invisível', 'Flash', 'Teleporte', '', '', '', '']","['5\nInspiration', 'First Strike\nWhen you initiate champion combat, deal 10% extra damage for 3 seconds and gain gold based on damage dealt.', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', 'Biscuit Delivery\nGain a free Biscuit every 2 min, until 6 min. Consuming or selling a Biscuit permanently increases your max mana and restores health and mana.', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', '3\nSorcery', 'Manaflow Band\nHitting an enemy champion with an ability permanently increases your maximum mana by 25, up to 250 mana.\n\nAfter reaching 250 bonus mana, restore 1% of your missing mana every 5 seconds.', 'Transcendence\nGain bonuses upon reaching the following levels:\nLevel 5: +5 Ability Haste\nLevel 8: +5 Ability Haste\nLevel 11: On Champion takedown, reduce the remaining cooldown of basic abilities by 20%.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
81,"Heimerdinger
Mage
Support","Games Played5104597
Pick Rate7.14%
Win Rate49%","['Ampulheta de Zhonya', 'Cetro de Cristal de Rylai', 'Sapatos do Feiticeiro', 'Angústia de Liandry', 'Tomo Amplificador', '', 'Lente do Oráculo', 'Flash', 'Teleporte', '', '', '', '']","['3\nSorcery', 'Arcane Comet\nDamaging a champion with an ability hurls a damaging comet at their location.', 'Manaflow Band\nHitting an enemy champion with an ability permanently increases your maximum mana by 25, up to 250 mana.\n\nAfter reaching 250 bonus mana, restore 1% of your missing mana every 5 seconds.', 'Transcendence\nGain bonuses upon reaching the following levels:\nLevel 5: +5 Ability Haste\nLevel 8: +5 Ability Haste\nLevel 11: On Champion takedown, reduce the remaining cooldown of basic abilities by 20%.', 'Scorch\nYour first damaging ability hit every 10s burns champions.', '4\nInspiration', 'Perfect Timing\nGain a free Commencing Stopwatch. After 14 minutes, it can be used for a one time Stasis effect.\n\nEach takedown you get shortens this timer by 120 seconds.', 'Biscuit Delivery\nGain a free Biscuit every 2 min, until 6 min. Consuming or selling a Biscuit permanently increases your max mana and restores health and mana.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
82,"Illaoi
Fighter
Tank","Games Played23360864
Pick Rate7.14%
Win Rate50%","['Fulgor', 'Gema Ardente', 'Poção Corrupta', 'Colete Espinhoso', 'Botas Ionianas da Lucidez', 'Cristal de Rubi', 'Sentinela Invisível', 'Teleporte', 'Flash', '', '', '', '']","['4\nResolve', 'Grasp of the Undying\nEvery 4s your next attack on a champion deals bonus magic damage, heals you, and permanently increases your health.', 'Demolish\nCharge up a powerful attack against a tower while near it.', 'Conditioning\nAfter 12 min gain +9 Armor and +9 Magic Resist and increase your Armor and Magic Resist by 5%.', 'Unflinching\nGain a small amount of tenacity that increases with missing health.', '4\nInspiration', 'Biscuit Delivery\nGain a free Biscuit every 2 min, until 6 min. Consuming or selling a Biscuit permanently increases your max mana and restores health and mana.', 'Time Warp Tonic\nPotions and biscuits grant some restoration immediately. Gain MS while under their effects.', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor', 'Magic Resist\n+8 Magic Resist']"
83,"Illaoi
Fighter
Tank","Games Played23360864
Pick Rate7.14%
Win Rate50%","['Ruptor Divino', 'Cota de Malha', 'Sinal de Sterak', 'Passos de Mercúrio', 'Martelo de Guerra de Caulfield', 'Picareta', 'Sentinela Invisível', 'Flash', 'Incendiar', '', '', '', '']","['1\nPrecision', 'Conqueror\nGain stacks of adaptive force when attacking enemy champions. After reaching 12 stacks, heal for a portion of damage you deal to champions.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Tenacity\nTakedowns on enemies grant permanent Tenacity.', 'Last Stand\nDeal more damage to champions while you are low on health.', '3\nResolve', 'Bone Plating\nAfter taking damage from an enemy champion, the next 3 spells or attacks you receive from them deal 30-60 less damage.\n\n\nDuration: 1.5s\nCooldown: 45s', 'Revitalize\nGain 5% Heal and Shield Power.\n\nHeals and shields you cast or receive are 10% stronger on targets below 40% health.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
84,"Irelia
Fighter
Assassin","Games Played555800247
Pick Rate7.14%
Win Rate49%","[""Armure d'étoffe"", '', 'Lame du roi déchu', 'Pourfendeur divin', 'Lame de Doran', 'Coques en acier', 'Balise camouflée', 'Téléportation', 'Saut éclair', '', '', '', '']","['1\nPrecision', 'Lethal Tempo\nGain attack speed when attacking an enemy champion, stacking up to 6 times. At max stacks, gain Attack Range and remove your Attack Speed limit.', 'Presence of Mind\nIncrease your mana or energy regeneration when damaging an enemy champion. Takedowns restore mana or energy.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Last Stand\nDeal more damage to champions while you are low on health.', '3\nResolve', 'Bone Plating\nAfter taking damage from an enemy champion, the next 3 spells or attacks you receive from them deal 30-60 less damage.\n\n\nDuration: 1.5s\nCooldown: 45s', 'Unflinching\nGain a small amount of tenacity that increases with missing health.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
85,"Irelia
Fighter
Assassin","Games Played555800247
Pick Rate7.14%
Win Rate49%","['Éviscérateur', 'Lame du roi déchu', 'Marque du bourreau', 'Danse de la mort', 'Au bout du rouleau', 'Coques en acier', 'Brouilleur oraculaire', 'Téléportation', 'Saut éclair', '', '', '', '']","['1\nPrecision', 'Conqueror\nGain stacks of adaptive force when attacking enemy champions. After reaching 12 stacks, heal for a portion of damage you deal to champions.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Last Stand\nDeal more damage to champions while you are low on health.', '3\nResolve', 'Second Wind\nAfter taking damage from an enemy champion heal back some missing health over time.', 'Unflinching\nGain a small amount of tenacity that increases with missing health.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
86,"Ivern
Support
Mage","Games Played11667
Pick Rate7.14%
Win Rate54%","['Sceau noir', 'Bottes de lucidité', 'Encensoir ardent', 'Balise de contrôle', 'Régénérateur de pierre de lune', 'Gemme exaltante', 'Brouilleur oraculaire', 'Saut éclair', 'Châtiment', '', '', '', '']","['3\nSorcery', 'Summon Aery\nYour attacks and abilities send Aery to a target, damaging enemies or shielding allies.', 'Nimbus Cloak\nAfter casting a Summoner Spell, gain a short Move Speed increase that allows you to pass through units.', 'Transcendence\nGain bonuses upon reaching the following levels:\nLevel 5: +5 Ability Haste\nLevel 8: +5 Ability Haste\nLevel 11: On Champion takedown, reduce the remaining cooldown of basic abilities by 20%.', 'Waterwalking\nGain MS and AP or AD, adaptive in the river.', '4\nInspiration', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', ""Future's Market\nYou can enter debt to buy items."", 'Scaling Cooldown Reduction\n+1-10% CDR (based on level)', 'Adaptive Force\n+9 Adaptive Force', 'Scaling Health\n+15-90 HP (based on level)']"
87,"Ivern
Support
Mage","Games Played11667
Pick Rate7.14%
Win Rate54%","['Régénérateur de pierre de lune', 'Bottes de lucidité', '', 'Bâton des flots', ""Voleur d'âmes de Mejai"", '', 'Brouilleur oraculaire', 'Saut éclair', 'Châtiment', '', '', '', '']","['3\nSorcery', 'Summon Aery\nYour attacks and abilities send Aery to a target, damaging enemies or shielding allies.', 'Nimbus Cloak\nAfter casting a Summoner Spell, gain a short Move Speed increase that allows you to pass through units.', 'Transcendence\nGain bonuses upon reaching the following levels:\nLevel 5: +5 Ability Haste\nLevel 8: +5 Ability Haste\nLevel 11: On Champion takedown, reduce the remaining cooldown of basic abilities by 20%.', 'Waterwalking\nGain MS and AP or AD, adaptive in the river.', '2\nDomination', 'Eyeball Collection\nCollect eyeballs for champion takedowns. Gain permanent AD or AP, adaptive for each eyeball plus bonus upon collection completion.', 'Relentless Hunter\nUnique takedowns grant permanent out of combat MS.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Scaling Health\n+15-90 HP (based on level)']"
88,"Janna
Support
Mage","Games Played1416
Pick Rate7.14%
Win Rate36%","['Éclat de glace pure', 'Mandat impérial', 'Putrificateur techno-chimique', ""Voleur d'âmes de Mejai"", 'Idole interdite', 'Bottes de lucidité', 'Brouilleur oraculaire', 'Saut éclair', 'Embrasement', '', '', '', '']","['3\nSorcery', 'Arcane Comet\nDamaging a champion with an ability hurls a damaging comet at their location.', 'Manaflow Band\nHitting an enemy champion with an ability permanently increases your maximum mana by 25, up to 250 mana.\n\nAfter reaching 250 bonus mana, restore 1% of your missing mana every 5 seconds.', 'Celerity\nAll Move Speed bonuses are 7% more effective on you and gain 1% Move Speed.', 'Scorch\nYour first damaging ability hit every 10s burns champions.', '2\nDomination', 'Taste of Blood\nHeal when you damage an enemy champion.', 'Relentless Hunter\nUnique takedowns grant permanent out of combat MS.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
89,"Janna
Support
Mage","Games Played1416
Pick Rate7.14%
Win Rate36%","['Chant de guerre de Shurelya', 'Éclat de glace pure', 'Idole interdite', 'Bottes de mobilité', ""Voleur d'âmes de Mejai"", 'Bâton des flots', 'Brouilleur oraculaire', 'Saut éclair', 'Embrasement', '', '', '', '']","['3\nSorcery', 'Summon Aery\nYour attacks and abilities send Aery to a target, damaging enemies or shielding allies.', 'Manaflow Band\nHitting an enemy champion with an ability permanently increases your maximum mana by 25, up to 250 mana.\n\nAfter reaching 250 bonus mana, restore 1% of your missing mana every 5 seconds.', 'Celerity\nAll Move Speed bonuses are 7% more effective on you and gain 1% Move Speed.', 'Scorch\nYour first damaging ability hit every 10s burns champions.', '2\nDomination', 'Zombie Ward\nTakedowns on enemy Wards cause friendly Zombie Wards to sprout from their corpses. Gain permanent AD or AP, adaptive for each Zombie Ward spawned plus bonus upon completion.', 'Relentless Hunter\nUnique takedowns grant permanent out of combat MS.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
90,"Jarvan IV
Tank
Fighter","Games Played157728
Pick Rate7.14%
Win Rate47%","['Gage de Sterak', 'Éviscérateur', '', 'Danse de la mort', 'Coques en acier', '', 'Brouilleur oraculaire', 'Saut éclair', 'Châtiment', '', '', '', '']","['1\nPrecision', 'Conqueror\nGain stacks of adaptive force when attacking enemy champions. After reaching 12 stacks, heal for a portion of damage you deal to champions.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Coup de Grace\nDeal more damage to low health enemy champions.', '4\nInspiration', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
91,"Jarvan IV
Tank
Fighter","Games Played157728
Pick Rate7.14%
Win Rate47%","['Kaniçen', 'Çelik Kaplamalı Çizme', 'Koruyucu Melek', ""Sterak'ın Güvencesi"", 'Başgardiyanın Zırhı', 'Alazcevher', 'Kâhin Merceği', 'Sıçra', 'Çarp', '', '', '', '']","['1\nPrecision', 'Conqueror\nGain stacks of adaptive force when attacking enemy champions. After reaching 12 stacks, heal for a portion of damage you deal to champions.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Tenacity\nTakedowns on enemies grant permanent Tenacity.', 'Last Stand\nDeal more damage to champions while you are low on health.', '4\nInspiration', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
